SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.236,0,-0.401,-0.147,-0.236,-0.147,-0.236,-0.236,-0.147,-0.401,-0.147,-0.304,0,0,-0.147,-0.304,-0.358,-0.147,-0.147,0
0,0,0,0,-0.272,-0.272,0,0,-0.476,0,0,-0.272,0,-0.272,0,-0.476,0,-0.272,-0.272,-0.401
-0.201,0,-0.243,-0.243,-0.151,-0.34,-0.151,-0.243,-0.201,-0.243,-0.151,-0.279,-0.243,-0.201,-0.312,-0.279,-0.151,-0.201,-0.151,-0.151
-0.172,-0.272,-0.272,0,-0.272,-0.444,0,-0.272,0,0,-0.272,0,0,-0.172,-0.476,-0.444,0,0,0,0
-0.303,-0.194,-0.253,-0.379,0,-0.194,-0.194,-0.118,-0.118,-0.344,-0.118,-0.118,-0.253,-0.118,-0.118,-0.253,-0.194,-0.253,-0.253,-0.253
-0.209,0,-0.209,-0.516,-0.209,-0.209,-0.209,-0.209,0,-0.456,0,-0.209,0,-0.209,0,-0.401,0,0,0,0
-0.314,0,-0.314,-0.203,-0.203,-0.203,0,-0.203,-0.314,-0.314,0,-0.314,-0.203,-0.392,0,-0.203,-0.392,0,0,0
0,0,0,0,0,-0.447,0,-0.314,0,-0.314,-0.314,0,-0.447,0,-0.314,-0.447,0,-0.314,0,0
-0.447,0,0,0,-0.314,-0.511,0,-0.314,0,0,-0.314,0,-0.314,0,0,-0.314,0,0,0,-0.314
-0.342,0,-0.342,-0.342,0,-0.342,-0.507,-0.224,-0.224,0,0,0,-0.224,0,0,-0.224,-0.224,-0.224,0,0
-0.332,-0.236,-0.236,-0.236,-0.236,-0.088,0,-0.195,-0.195,-0.236,0,-0.088,-0.272,-0.272,-0.195,-0.38,-0.272,-0.236,-0.088,-0.195
-0.191,0,-0.299,-0.191,0,-0.375,0,-0.191,-0.191,-0.431,-0.191,-0.299,-0.299,-0.191,-0.191,-0.375,0,0,0,-0.191
0,0,-0.186,-0.292,-0.464,-0.292,0,0,0,-0.186,0,-0.186,-0.367,-0.186,-0.423,-0.367,0,-0.186,0,-0.186
-0.285,0,0,-0.285,-0.285,-0.415,-0.285,0,0,0,0,0,-0.285,0,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285
-0.473,0,0,0,-0.342,-0.342,0,0,0,-0.224,0,-0.342,-0.224,0,-0.224,-0.342,-0.224,-0.342,0,-0.224
-0.524,0,0,0,0,-0.25,0,0,-0.25,-0.453,0,-0.25,-0.25,-0.25,0,-0.25,0,-0.25,0,-0.25
-0.435,0,-0.118,-0.457,-0.118,-0.409,-0.118,0,-0.253,-0.118,-0.194,0,-0.344,-0.194,-0.253,-0.118,0,-0.118,-0.194,0
-0.526,0,0,0,0,-0.447,0,-0.203,-0.392,-0.314,-0.203,0,0,0,0,0,-0.314,-0.314,0,0
-0.134,-0.282,-0.377,-0.179,-0.282,-0.218,-0.134,-0.31,-0.282,-0.31,-0.08,-0.08,-0.134,-0.252,-0.218,-0.252,-0.08,-0.179,-0.08,-0.179
-0.224,0,-0.192,-0.301,-0.157,-0.252,-0.252,-0.192,-0.393,-0.277,0,-0.192,-0.277,-0.192,-0.224,-0.252,-0.277,-0.192,0,-0.117
-0.314,-0.314,-0.203,0,-0.203,-0.511,0,-0.203,-0.314,-0.392,-0.203,0,0,0,-0.203,-0.203,-0.203,0,0,0
-0.278,-0.278,-0.176,-0.176,-0.176,-0.352,0,0,0,-0.352,0,-0.278,-0.176,-0.278,-0.176,-0.352,-0.176,-0.278,0,-0.278
-0.26,0,-0.388,0,-0.388,-0.388,-0.388,-0.26,0,0,0,0,-0.26,0,-0.388,-0.388,0,0,0,0
-0.339,-0.168,-0.204,-0.293,-0.125,-0.168,0,-0.168,-0.394,-0.237,-0.266,-0.125,-0.237,-0.237,-0.125,-0.237,-0.125,-0.293,-0.074,-0.204
-0.224,-0.224,-0.224,-0.138,0,-0.42,-0.224,0,-0.138,-0.289,-0.224,-0.138,-0.289,-0.138,-0.289,-0.289,-0.224,-0.289,0,-0.138
-0.148,-0.238,-0.274,-0.148,-0.148,-0.197,-0.089,-0.148,-0.238,-0.306,-0.148,-0.148,-0.306,-0.089,-0.335,-0.238,-0.148,-0.36,-0.148,-0.238
-0.304,-0.227,-0.16,-0.227,-0.195,-0.16,-0.16,-0.281,-0.255,-0.119,-0.07,-0.16,-0.195,-0.255,-0.255,-0.364,-0.227,-0.255,-0.119,-0.16
-0.232,0,-0.232,0,0,-0.352,0,-0.232,-0.352,-0.431,-0.232,-0.352,-0.232,-0.232,0,-0.431,0,0,0,0
0,0,-0.509,-0.464,-0.388,-0.26,0,-0.26,0,-0.388,0,0,-0.26,0,0,0,-0.26,0,0,0
-0.232,0,-0.232,-0.352,-0.431,-0.232,-0.232,-0.352,-0.352,0,0,0,-0.232,0,-0.352,-0.232,0,0,0,-0.232
-0.164,0,-0.431,0,0,-0.164,0,-0.164,-0.164,-0.26,-0.164,-0.332,-0.26,-0.26,-0.164,-0.431,-0.164,0,-0.164,-0.332
-0.363,0,-0.24,-0.24,-0.363,0,0,-0.442,-0.363,-0.24,0,-0.24,-0.442,0,-0.24,0,0,0,0,0
-0.347,-0.228,-0.141,0,-0.141,-0.228,-0.141,0,-0.141,-0.39,0,-0.347,-0.141,-0.141,-0.228,-0.294,-0.426,-0.228,0,-0.141
-0.363,0,-0.24,-0.24,-0.24,-0.24,-0.24,0,0,-0.363,0,0,-0.24,0,0,-0.363,-0.363,-0.363,0,-0.24
-0.375,0,0,-0.191,0,-0.191,0,-0.191,-0.299,-0.471,-0.299,-0.299,-0.191,-0.299,-0.191,0,-0.375,0,0,0
-0.275,0,0,-0.275,-0.105,-0.314,-0.174,-0.105,-0.174,-0.174,-0.229,-0.105,-0.405,-0.174,-0.464,-0.314,-0.174,-0.105,-0.105,0
0,0,-0.314,0,-0.314,-0.531,0,0,0,-0.447,0,0,0,0,-0.314,0,0,-0.314,0,-0.314
-0.299,0,-0.471,-0.375,0,-0.191,0,-0.191,0,0,0,0,-0.431,0,-0.375,0,-0.191,-0.375,0,-0.191
-0.272,-0.323,-0.076,-0.272,-0.076,-0.242,-0.076,-0.209,-0.299,-0.209,-0.076,-0.076,-0.299,-0.209,-0.242,-0.366,-0.209,-0.272,-0.076,-0.128
-0.314,0,-0.447,-0.447,0,-0.314,-0.153,0,0,-0.245,0,-0.245,-0.245,0,0,-0.369,-0.153,0,-0.153,-0.245
-0.203,0,-0.124,-0.392,0,-0.314,-0.314,0,-0.264,-0.203,0,-0.124,-0.314,0,-0.392,-0.422,-0.124,-0.203,0,-0.124
-0.153,0,0,-0.412,-0.153,-0.245,0,-0.153,-0.153,-0.369,0,-0.245,-0.245,-0.369,0,-0.314,-0.369,-0.245,0,-0.153
-0.168,0,-0.266,-0.339,-0.266,-0.168,-0.168,0,-0.168,-0.168,-0.266,-0.266,0,-0.339,-0.168,-0.394,-0.168,-0.168,-0.168,-0.266
-0.314,0,-0.203,-0.526,-0.203,0,0,-0.203,-0.203,-0.203,0,0,-0.314,0,0,-0.447,0,-0.203,0,-0.203
-0.16,-0.16,-0.255,-0.255,-0.16,-0.293,-0.16,-0.293,-0.326,-0.326,0,-0.16,-0.211,-0.211,-0.255,-0.255,-0.16,-0.16,-0.16,-0.16
-0.26,0,-0.431,-0.332,-0.164,0,0,0,-0.164,-0.26,-0.164,-0.164,-0.26,-0.332,-0.26,-0.464,-0.164,0,0,0
-0.339,0,-0.168,0,0,-0.266,-0.339,-0.168,-0.168,-0.266,-0.168,-0.168,-0.266,-0.266,-0.168,-0.437,-0.168,-0.168,-0.168,-0.168
-0.505,0,-0.451,0,0,-0.176,0,0,0,-0.278,0,0,-0.482,-0.176,-0.278,-0.278,0,0,-0.176,0
0,-0.266,-0.168,-0.168,-0.339,0,-0.168,0,-0.437,-0.168,0,-0.168,-0.437,-0.339,-0.266,-0.266,-0.168,0,-0.168,0
-0.314,0,-0.314,0,-0.447,-0.447,0,0,0,-0.314,0,-0.314,-0.314,0,-0.314,-0.314,0,0,0,0
-0.285,-0.285,-0.312,-0.22,-0.254,-0.22,-0.136,-0.181,-0.22,-0.181,-0.181,-0.285,-0.081,-0.081,-0.254,-0.136,-0.181,-0.312,-0.22,-0.136
-0.326,0,-0.16,-0.255,0,-0.16,-0.16,0,0,-0.425,0,0,-0.381,0,-0.326,-0.459,-0.381,0,-0.16,0
-0.157,-0.252,-0.224,-0.157,-0.224,-0.301,-0.069,-0.342,-0.224,-0.157,-0.069,-0.117,-0.277,-0.277,-0.322,-0.301,-0.224,-0.157,0,-0.192
-0.26,0,0,-0.26,-0.26,-0.26,0,-0.26,0,-0.26,-0.26,-0.26,0,0,-0.388,-0.509,0,-0.26,0,0
-0.299,0,-0.26,-0.164,0,-0.388,-0.216,-0.164,-0.164,-0.411,-0.098,-0.098,-0.362,-0.216,-0.216,-0.216,-0.164,-0.098,-0.164,-0.164
-0.375,0,-0.25,0,-0.375,-0.375,-0.375,-0.375,0,0,0,-0.375,-0.25,0,0,0,0,-0.375,0,0
-0.224,0,-0.342,-0.224,0,-0.42,0,0,0,-0.342,0,-0.224,0,-0.224,-0.342,-0.224,-0.224,-0.224,0,-0.42
-0.147,-0.304,-0.38,-0.332,-0.236,-0.236,0,-0.236,-0.272,-0.147,-0.088,-0.304,-0.195,-0.195,-0.147,-0.195,-0.195,-0.236,0,-0.147
-0.352,0,0,0,0,-0.408,-0.278,-0.176,-0.176,-0.352,-0.176,0,-0.408,-0.176,-0.176,-0.278,-0.176,-0.176,-0.176,-0.176
0,0,-0.203,-0.314,-0.392,-0.203,0,-0.203,-0.392,0,-0.203,-0.203,-0.203,-0.447,-0.203,-0.203,-0.203,-0.203,0,0
0,0,-0.285,0,-0.415,-0.488,0,0,0,-0.285,0,0,0,-0.285,-0.285,-0.488,0,-0.285,0,0
-0.528,0,-0.299,0,0,0,0,0,0,0,-0.431,0,-0.5,-0.299,-0.299,0,0,0,0,0
-0.451,0,-0.176,-0.408,0,-0.278,-0.176,0,-0.278,-0.278,0,-0.278,-0.176,0,-0.352,-0.278,-0.176,-0.176,0,0
-0.293,0,-0.168,-0.437,-0.168,-0.237,-0.074,-0.074,-0.377,-0.317,-0.168,-0.125,-0.168,-0.317,-0.204,-0.266,-0.074,-0.125,-0.125,-0.125
0,0,-0.285,0,0,0,0,0,0,-0.523,0,-0.285,-0.415,-0.285,-0.285,-0.415,0,0,0,-0.285
-0.388,-0.388,0,0,0,-0.464,-0.388,0,0,-0.26,0,0,0,0,0,-0.464,0,0,-0.26,-0.26
-0.447,0,-0.314,0,-0.314,0,0,-0.314,0,0,-0.447,0,-0.314,0,-0.314,-0.314,0,-0.314,0,0
-0.38,0,-0.337,-0.22,-0.136,-0.469,0,-0.136,-0.22,-0.22,-0.285,0,-0.136,-0.22,-0.22,-0.136,-0.136,-0.22,0,-0.22
-0.216,0,0,-0.216,0,-0.332,0,-0.216,0,-0.411,0,0,-0.216,0,-0.411,-0.53,0,-0.216,0,0
0,-0.456,-0.401,-0.209,-0.209,0,-0.209,-0.209,-0.323,-0.209,-0.209,-0.209,0,-0.209,0,-0.323,0,-0.209,-0.209,0
0,0,0,-0.314,0,-0.314,-0.447,-0.314,0,0,0,0,-0.531,-0.314,0,0,0,0,-0.314,0
0,0,0,0,0,-0.511,0,-0.314,0,-0.314,-0.314,0,-0.314,0,-0.314,-0.447,0,-0.314,0,0
-0.285,0,-0.181,-0.181,-0.181,-0.359,-0.359,-0.181,-0.181,-0.415,0,-0.285,-0.285,0,-0.181,-0.285,-0.181,0,0,-0.181
-0.156,-0.25,-0.156,-0.156,-0.32,-0.375,-0.156,-0.156,-0.156,-0.32,0,-0.32,-0.156,0,0,-0.375,-0.375,-0.156,0,-0.156
-0.37,-0.276,-0.276,-0.131,-0.131,-0.406,-0.131,-0.213,-0.131,-0.276,-0.131,-0.213,-0.213,-0.131,-0.328,-0.131,-0.213,-0.213,0,0
-0.278,-0.278,-0.33,-0.352,0,-0.214,-0.078,0,-0.132,-0.408,-0.176,-0.078,-0.132,-0.352,-0.176,-0.33,-0.176,-0.176,0,-0.078
-0.245,-0.245,-0.245,0,-0.153,-0.447,0,-0.245,-0.153,-0.314,0,0,0,-0.153,-0.369,-0.412,-0.153,-0.245,-0.153,0
0,0,-0.285,0,-0.285,-0.285,0,0,-0.285,-0.415,0,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,0,-0.285,0
-0.339,0,-0.266,-0.168,0,-0.495,0,-0.168,-0.168,-0.394,-0.168,-0.339,-0.266,0,0,-0.339,0,-0.168,0,0
0,-0.306,-0.306,-0.197,0,-0.197,-0.197,-0.197,0,-0.197,0,-0.306,-0.306,-0.197,-0.306,-0.383,-0.306,0,-0.197,-0.197
-0.232,0,-0.144,-0.352,0,-0.144,0,-0.232,-0.232,-0.232,-0.144,-0.144,-0.396,-0.232,-0.299,-0.144,-0.352,-0.144,0,-0.352
0,0,-0.314,0,0,0,0,0,-0.314,0,0,0,-0.517,-0.314,0,-0.314,0,-0.314,-0.314,0
0,0,0,-0.232,-0.232,-0.232,0,-0.232,-0.232,-0.482,-0.232,-0.352,-0.232,0,-0.232,-0.352,0,-0.352,0,0
-0.272,0,0,0,-0.401,-0.272,0,-0.272,0,-0.401,0,0,-0.401,0,-0.272,-0.476,0,-0.272,0,0
-0.314,0,-0.447,0,-0.314,-0.314,-0.314,0,0,0,-0.314,0,0,-0.447,0,0,-0.314,0,0,-0.314
-0.263,-0.228,-0.228,-0.263,-0.187,-0.263,-0.084,-0.084,-0.141,-0.347,-0.084,-0.228,-0.263,-0.228,-0.263,-0.347,-0.228,-0.141,-0.141,-0.084
-0.197,0,-0.335,-0.238,-0.197,-0.089,-0.089,-0.089,-0.274,-0.274,-0.148,-0.306,-0.148,-0.306,-0.306,-0.36,-0.274,-0.089,-0.089,-0.148
-0.168,-0.266,-0.168,-0.168,-0.266,-0.339,-0.266,-0.168,0,-0.394,0,-0.266,-0.168,-0.168,-0.266,-0.339,0,-0.266,0,-0.168
-0.401,0,-0.209,-0.401,-0.209,-0.209,-0.209,-0.209,0,0,-0.209,0,-0.323,-0.209,0,-0.456,0,-0.209,0,-0.209
-0.306,0,-0.306,-0.46,-0.197,-0.197,0,-0.12,-0.197,-0.348,0,-0.306,-0.257,0,-0.306,-0.12,-0.12,-0.306,0,0
-0.181,-0.285,-0.285,-0.479,-0.181,0,-0.081,-0.181,-0.285,-0.312,-0.081,-0.285,-0.081,-0.136,-0.181,-0.254,-0.22,-0.136,0,-0.136
-0.245,0,-0.245,-0.245,0,-0.245,-0.153,-0.245,0,-0.314,-0.153,-0.496,-0.245,-0.153,-0.153,-0.245,-0.153,0,0,-0.314
0,0,0,0,0,-0.511,0,0,0,-0.314,0,-0.314,0,0,-0.447,-0.447,0,-0.314,0,-0.314
0,0,-0.314,-0.314,-0.511,0,0,0,0,-0.314,0,-0.314,0,-0.314,-0.314,-0.447,0,0,0,0
-0.226,-0.292,-0.226,-0.319,-0.292,-0.292,-0.083,-0.139,-0.226,-0.292,-0.186,-0.186,-0.139,0,-0.319,-0.139,-0.139,-0.319,-0.083,-0.139
-0.5,0,0,0,-0.299,0,-0.299,0,0,-0.299,0,0,-0.299,-0.299,-0.299,-0.431,0,0,-0.299,0
-0.23,-0.296,-0.23,-0.35,-0.085,-0.23,-0.085,-0.085,-0.23,-0.428,0,-0.085,-0.189,-0.296,-0.189,-0.372,-0.142,-0.142,-0.085,-0.085
0,0,0,0,0,-0.299,0,-0.299,-0.299,0,0,0,-0.528,-0.299,-0.299,-0.5,0,0,0,0
-0.26,0,0,0,0,-0.26,-0.26,-0.388,0,-0.26,0,-0.388,-0.509,-0.26,0,-0.26,0,0,-0.26,0
0,0,0,-0.314,-0.314,-0.314,0,-0.447,0,0,0,-0.314,-0.314,0,0,-0.511,0,-0.314,0,0
-0.442,0,-0.24,-0.24,0,-0.24,0,0,0,-0.442,0,0,-0.363,-0.24,-0.24,-0.442,0,-0.24,0,0
-0.272,0,0,0,-0.401,-0.272,0,0,0,-0.272,0,-0.476,-0.272,0,-0.272,-0.401,0,-0.272,0,-0.272
0,0,0,-0.314,0,-0.314,0,-0.314,0,-0.314,0,-0.447,-0.447,0,-0.314,-0.314,0,-0.314,0,0
-0.367,-0.292,-0.186,0,-0.186,-0.494,0,-0.186,0,-0.186,-0.186,-0.367,0,0,-0.367,-0.367,0,0,0,0
-0.314,0,0,0,0,0,-0.314,0,0,-0.511,0,0,-0.531,0,-0.314,0,-0.314,0,0,0
-0.511,0,0,0,0,-0.447,0,-0.203,-0.314,-0.392,-0.203,0,0,0,0,-0.314,-0.203,-0.314,0,0
0,0,0,-0.314,-0.314,-0.314,0,0,-0.447,0,0,-0.314,0,0,-0.314,-0.447,0,0,-0.447,0
-0.401,0,-0.209,0,-0.323,-0.456,0,-0.323,-0.209,-0.323,0,-0.209,0,0,-0.323,-0.209,-0.323,0,0,0
-0.153,0,-0.314,-0.153,-0.245,-0.245,-0.153,0,-0.314,-0.153,-0.245,-0.245,0,-0.153,-0.314,-0.369,-0.314,-0.153,-0.153,-0.245
-0.294,0,-0.141,-0.294,-0.294,-0.141,-0.141,-0.141,0,-0.228,-0.141,-0.228,-0.347,0,-0.426,-0.228,-0.141,-0.347,0,-0.228
-0.25,0,0,-0.453,0,-0.25,-0.25,0,0,-0.375,-0.25,-0.25,-0.25,0,0,0,-0.375,-0.25,0,-0.375
-0.239,-0.361,-0.169,-0.206,-0.206,-0.319,-0.206,-0.206,-0.169,-0.341,0,-0.126,-0.268,-0.126,-0.361,-0.239,-0.206,-0.075,-0.075,-0.075
-0.288,0,-0.288,-0.328,-0.24,-0.111,0,-0.183,-0.328,-0.328,-0.111,-0.288,-0.111,-0.183,-0.183,-0.363,-0.183,-0.24,0,-0.111
-0.347,0,-0.141,-0.228,-0.141,-0.141,-0.141,-0.228,-0.294,-0.426,0,0,-0.347,-0.141,-0.141,-0.426,-0.228,0,0,-0.228
0,0,-0.447,-0.392,0,0,0,0,0,-0.392,0,0,-0.314,-0.314,-0.203,-0.314,0,-0.392,0,-0.314
-0.476,0,0,0,-0.272,0,0,0,0,-0.401,0,0,-0.531,0,-0.401,0,0,-0.272,0,0
-0.186,0,-0.186,-0.423,0,-0.367,0,-0.186,0,-0.186,0,0,-0.464,0,-0.367,-0.367,0,-0.186,-0.186,-0.186
0,0,-0.464,-0.388,0,-0.26,0,-0.26,0,-0.26,-0.388,0,-0.26,0,-0.26,-0.26,0,-0.26,0,-0.26
-0.401,0,0,0,-0.323,-0.528,0,0,-0.323,-0.323,0,0,0,-0.209,0,-0.323,0,0,0,-0.323
-0.28,0,-0.411,-0.411,0,-0.411,-0.133,0,-0.133,-0.411,0,-0.216,0,-0.216,-0.133,-0.375,0,-0.133,0,0
-0.511,0,-0.314,0,-0.314,-0.314,0,0,0,-0.314,0,0,-0.447,0,0,0,0,-0.314,0,-0.314
-0.072,0,-0.162,-0.23,-0.198,-0.308,-0.285,-0.259,-0.259,-0.259,0,-0.259,-0.35,-0.162,-0.401,-0.259,-0.198,-0.072,0,-0.121
-0.176,-0.408,-0.176,-0.176,-0.176,-0.278,0,0,-0.352,-0.278,0,-0.176,-0.278,0,-0.352,-0.278,-0.176,0,0,-0.352
-0.299,-0.299,0,-0.431,-0.232,-0.299,-0.299,-0.144,-0.144,-0.396,0,-0.144,-0.299,0,0,-0.352,-0.144,0,0,0
-0.285,0,-0.285,-0.285,-0.415,-0.285,0,0,0,-0.285,0,-0.285,-0.285,0,-0.415,-0.415,0,0,0,0
-0.285,0,-0.415,-0.488,0,0,0,0,0,0,-0.285,-0.415,-0.285,-0.285,0,-0.415,0,0,0,0
-0.24,0,-0.15,-0.442,-0.24,-0.442,0,-0.15,-0.309,-0.24,-0.309,-0.15,-0.24,0,-0.15,0,0,-0.15,0,-0.309
-0.164,-0.26,0,-0.26,-0.332,-0.332,-0.26,0,-0.26,-0.388,0,0,-0.26,-0.164,-0.164,-0.164,-0.164,-0.332,0,-0.26
0,0,-0.415,0,-0.285,-0.285,0,0,-0.488,-0.285,-0.285,-0.285,0,-0.285,-0.285,0,0,0,0,-0.285
-0.191,-0.431,-0.191,-0.191,0,-0.299,0,-0.191,-0.299,-0.375,0,0,0,0,0,-0.518,0,-0.191,-0.191,0
-0.314,0,-0.314,0,-0.447,-0.511,-0.314,0,0,-0.314,-0.314,0,0,0,0,0,-0.314,0,0,0
-0.272,0,-0.272,-0.476,0,-0.401,0,-0.272,0,-0.272,-0.401,-0.272,0,-0.272,0,-0.272,0,0,0,0
-0.136,-0.22,-0.22,-0.254,-0.181,-0.285,-0.136,-0.22,-0.254,-0.22,-0.136,-0.399,-0.181,-0.136,-0.22,-0.359,-0.136,-0.136,-0.136,-0.136
-0.332,0,-0.216,-0.216,-0.216,-0.332,0,0,0,-0.332,0,0,-0.411,-0.216,0,-0.5,-0.216,-0.216,0,0
-0.431,0,0,0,0,-0.299,-0.299,-0.299,0,0,0,0,-0.299,0,0,-0.431,0,-0.528,0,0
-0.24,0,0,-0.24,0,-0.24,0,0,0,-0.363,0,-0.24,-0.363,-0.363,-0.442,-0.24,-0.24,-0.24,0,-0.24
0,0,-0.453,-0.375,-0.25,-0.25,0,0,-0.25,-0.25,0,-0.25,-0.25,0,-0.25,0,0,-0.25,0,-0.453
-0.488,0,0,-0.415,0,-0.285,0,0,-0.285,-0.415,0,0,-0.415,0,-0.285,-0.285,0,0,0,0
-0.272,0,-0.272,-0.476,0,-0.401,0,0,0,-0.272,-0.272,0,-0.272,-0.272,0,0,-0.401,0,-0.272,0
-0.258,-0.289,-0.224,-0.224,-0.082,-0.289,-0.082,0,-0.45,-0.317,-0.082,-0.258,-0.184,-0.184,-0.258,-0.224,-0.138,-0.138,-0.138,-0.082
-0.285,0,0,0,0,0,0,0,0,-0.285,0,0,-0.285,-0.523,0,-0.285,-0.415,-0.488,0,0
0,0,-0.25,-0.25,-0.375,-0.375,0,0,-0.375,-0.25,0,0,-0.25,0,-0.25,-0.375,0,-0.375,0,-0.25
-0.153,0,-0.153,-0.245,0,-0.314,-0.153,0,0,-0.314,0,0,-0.412,-0.153,-0.245,-0.475,-0.447,0,-0.153,0
-0.216,-0.216,-0.216,-0.216,-0.216,-0.332,0,0,-0.216,0,0,-0.332,-0.332,-0.216,-0.216,-0.216,0,-0.464,0,-0.216
-0.339,0,-0.168,-0.168,-0.168,-0.394,-0.339,-0.266,-0.168,-0.339,0,-0.339,-0.168,0,-0.168,-0.266,-0.168,0,-0.168,-0.168
-0.172,0,-0.345,0,0,-0.53,-0.516,0,0,0,0,0,-0.172,0,0,-0.272,0,-0.272,0,0
-0.236,-0.236,-0.195,-0.088,-0.236,-0.195,-0.147,-0.304,-0.38,-0.304,-0.088,-0.272,-0.147,-0.147,-0.195,-0.195,-0.236,-0.272,-0.088,-0.147
-0.299,0,-0.5,0,0,0,0,-0.191,0,-0.431,0,-0.299,-0.299,0,-0.191,-0.431,0,-0.191,0,-0.191
0,0,-0.285,0,-0.285,-0.415,0,0,0,0,-0.285,-0.285,-0.488,0,-0.285,-0.285,0,-0.285,-0.285,0
-0.444,0,0,0,0,-0.444,-0.272,-0.172,-0.172,-0.272,-0.172,0,-0.401,0,-0.172,-0.345,0,-0.172,-0.172,-0.172
0,0,-0.314,0,-0.314,-0.511,0,-0.314,0,-0.314,-0.314,0,0,0,-0.314,-0.314,0,0,0,-0.314
-0.394,0,0,0,0,-0.47,-0.266,0,-0.168,-0.266,-0.266,0,-0.266,0,-0.168,-0.266,-0.266,-0.339,-0.168,-0.168
-0.148,0,-0.404,-0.238,-0.238,-0.089,-0.148,-0.089,-0.274,-0.306,-0.089,-0.238,-0.197,-0.274,-0.306,-0.306,-0.335,0,-0.089,-0.089
0,0,-0.447,0,-0.447,0,-0.314,0,0,-0.314,0,0,-0.314,-0.314,-0.314,0,0,-0.447,0,0
-0.299,-0.431,-0.191,-0.375,-0.299,-0.299,0,-0.191,-0.375,0,-0.299,0,0,0,-0.191,-0.191,-0.191,-0.191,0,0
-0.197,-0.089,-0.197,-0.383,-0.148,-0.274,-0.148,-0.197,-0.274,-0.335,-0.148,-0.089,-0.274,-0.306,-0.238,-0.238,-0.148,-0.148,-0.089,-0.148
0,0,-0.375,-0.375,-0.191,-0.375,0,-0.191,0,-0.471,-0.299,-0.299,0,-0.191,-0.191,-0.191,0,0,0,-0.191
-0.314,0,-0.245,0,-0.369,-0.314,-0.153,-0.153,-0.245,-0.245,0,-0.153,-0.245,-0.153,-0.369,-0.153,-0.369,-0.153,-0.153,0
-0.319,0,-0.126,-0.361,-0.319,-0.451,0,0,-0.268,-0.319,0,-0.206,-0.206,-0.126,-0.206,-0.319,-0.206,0,0,-0.126
-0.189,-0.296,-0.372,-0.085,-0.189,-0.189,-0.085,0,-0.189,-0.324,-0.142,-0.189,0,-0.189,-0.296,-0.23,-0.085,-0.411,0,-0.324
-0.25,0,0,0,0,0,0,-0.25,0,-0.5,0,-0.25,-0.375,-0.375,-0.25,-0.5,0,0,0,0
0,0,-0.272,-0.272,-0.401,-0.476,0,0,0,-0.272,-0.401,0,-0.272,0,-0.272,-0.272,0,-0.272,0,0
-0.352,0,-0.26,-0.2,-0.122,-0.352,-0.2,0,-0.31,-0.352,-0.26,-0.122,-0.122,-0.122,-0.26,-0.31,-0.2,-0.122,0,-0.2
-0.314,0,0,0,0,-0.447,0,0,-0.314,-0.314,0,-0.314,0,0,-0.314,-0.447,0,0,-0.447,0
-0.253,-0.194,-0.194,0,0,-0.303,-0.194,0,0,-0.379,-0.118,-0.118,-0.303,-0.379,-0.253,-0.344,-0.194,-0.303,-0.118,-0.118
0,-0.423,-0.367,-0.186,-0.292,-0.292,-0.186,-0.186,-0.186,-0.186,0,0,-0.186,0,-0.292,-0.292,-0.292,-0.292,0,0
-0.166,0,-0.166,-0.302,0,-0.335,-0.219,-0.166,-0.302,-0.302,-0.219,0,-0.263,-0.1,-0.219,-0.263,-0.219,-0.335,-0.219,-0.166
0,-0.439,0,-0.439,0,-0.306,0,-0.197,-0.306,-0.306,0,-0.306,-0.197,-0.197,0,0,-0.197,-0.197,0,-0.306
-0.26,-0.388,0,0,-0.388,-0.509,-0.388,0,-0.26,0,-0.26,0,0,0,-0.26,-0.26,0,0,0,0
-0.322,0,-0.228,-0.347,-0.084,-0.347,-0.084,-0.187,0,-0.426,0,0,-0.263,-0.228,-0.39,-0.228,-0.187,-0.187,-0.084,0
-0.375,-0.431,-0.191,-0.191,0,-0.431,0,-0.299,0,-0.191,0,0,0,-0.191,-0.191,-0.191,-0.299,-0.375,0,0
-0.415,0,0,0,-0.285,-0.285,0,0,-0.285,0,0,-0.415,-0.285,0,-0.415,0,-0.285,0,-0.415,0
-0.415,0,0,0,-0.285,-0.415,0,0,-0.285,0,0,-0.285,0,-0.415,-0.415,0,0,0,-0.415,0
-0.473,0,-0.342,-0.42,-0.224,-0.224,0,0,0,0,0,-0.224,-0.342,-0.224,-0.224,-0.224,0,0,-0.224,-0.224
-0.166,-0.166,-0.166,-0.365,-0.166,-0.263,-0.166,-0.1,-0.263,-0.335,-0.166,-0.1,-0.166,-0.219,-0.365,-0.302,-0.1,-0.166,-0.166,-0.166
-0.285,0,-0.285,-0.285,-0.415,-0.488,0,0,0,-0.415,0,-0.285,0,-0.285,0,-0.285,0,0,0,0
-0.26,0,-0.26,0,-0.26,-0.26,0,0,0,-0.388,-0.26,-0.388,-0.388,-0.26,-0.26,0,-0.26,-0.26,0,0
-0.314,0,-0.447,-0.511,0,-0.447,0,0,0,-0.314,0,0,0,0,0,-0.447,0,0,0,0
