,GAAC_alphatic,GAAC_aromatic,GAAC_postivecharge,GAAC_negativecharge,GAAC_uncharge,y
peptide_nm_178,0.5833333333333334,0.0,0.0833333333333333,0.0833333333333333,0.25,0
peptide_nm_179,0.0714285714285714,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.3571428571428571,0
peptide_nm_180,0.3888888888888889,0.074074074074074,0.0925925925925925,0.2037037037037037,0.2407407407407407,0
peptide_nm_181,0.8333333333333334,0.0,0.0,0.0,0.1666666666666666,0
peptide_nm_182,0.375,0.0625,0.125,0.1875,0.25,0
peptide_nm_183,0.5652173913043478,0.0869565217391304,0.1304347826086956,0.0,0.217391304347826,0
peptide_nm_184,0.375,0.1666666666666666,0.0416666666666666,0.1666666666666666,0.25,0
peptide_nm_185,0.3461538461538461,0.0384615384615384,0.1153846153846153,0.2307692307692307,0.2692307692307692,0
peptide_nm_186,0.1875,0.1875,0.125,0.0,0.5,0
peptide_nm_187,0.7058823529411765,0.0,0.0588235294117647,0.0588235294117647,0.1764705882352941,0
peptide_nm_188,0.5,0.1111111111111111,0.1111111111111111,0.1666666666666666,0.1111111111111111,0
peptide_nm_189,0.5061728395061729,0.0493827160493827,0.1111111111111111,0.1481481481481481,0.1851851851851851,0
peptide_nm_190,0.5714285714285714,0.0,0.2142857142857142,0.0714285714285714,0.1428571428571428,0
peptide_nm_191,0.25,0.1071428571428571,0.1785714285714285,0.1428571428571428,0.3214285714285714,0
peptide_nm_192,0.2352941176470588,0.0588235294117647,0.4705882352941176,0.0,0.2352941176470588,0
peptide_nm_193,0.375,0.0833333333333333,0.25,0.125,0.1666666666666666,0
peptide_nm_194,0.3333333333333333,0.0476190476190476,0.0476190476190476,0.3809523809523809,0.1904761904761904,0
peptide_nm_195,0.2592592592592592,0.074074074074074,0.1851851851851851,0.1851851851851851,0.2962962962962963,0
peptide_nm_196,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.1111111111111111,0
peptide_nm_197,0.3125,0.125,0.3125,0.125,0.125,0
peptide_nm_198,0.3571428571428571,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.2857142857142857,0
peptide_nm_199,0.4090909090909091,0.0454545454545454,0.0909090909090909,0.2272727272727272,0.2272727272727272,0
peptide_nm_200,0.4166666666666667,0.0,0.0833333333333333,0.1666666666666666,0.3333333333333333,0
peptide_nm_201,0.4736842105263157,0.0526315789473684,0.2631578947368421,0.0526315789473684,0.1578947368421052,0
peptide_nm_202,0.6666666666666666,0.0833333333333333,0.0,0.0,0.25,0
peptide_nm_203,0.4827586206896552,0.0344827586206896,0.0689655172413793,0.0689655172413793,0.3448275862068966,0
peptide_nm_204,0.4285714285714285,0.0,0.2142857142857142,0.1428571428571428,0.2142857142857142,0
peptide_nm_205,0.1176470588235294,0.2352941176470588,0.2941176470588235,0.2352941176470588,0.1176470588235294,0
peptide_nm_206,0.3846153846153846,0.0769230769230769,0.0769230769230769,0.2307692307692307,0.2307692307692307,0
peptide_nm_207,0.3333333333333333,0.125,0.1666666666666666,0.0,0.375,0
peptide_nm_208,0.2857142857142857,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.5,0
peptide_nm_209,0.2941176470588235,0.1176470588235294,0.2352941176470588,0.1176470588235294,0.2352941176470588,0
peptide_nm_210,0.5769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.1923076923076923,0
peptide_nm_211,0.5,0.0384615384615384,0.1923076923076923,0.1538461538461538,0.1153846153846153,0
peptide_nm_212,0.2068965517241379,0.2068965517241379,0.1724137931034483,0.0344827586206896,0.3793103448275862,0
peptide_nm_213,0.4324324324324324,0.054054054054054,0.1756756756756756,0.081081081081081,0.2567567567567567,0
peptide_nm_214,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.1428571428571428,0
peptide_nm_215,0.4166666666666667,0.0833333333333333,0.0,0.1666666666666666,0.3333333333333333,0
peptide_nm_216,0.4736842105263157,0.0,0.1052631578947368,0.1578947368421052,0.2631578947368421,0
peptide_nm_217,0.3870967741935484,0.0967741935483871,0.2258064516129032,0.0967741935483871,0.1935483870967742,0
peptide_nm_218,0.1538461538461538,0.0,0.0769230769230769,0.1538461538461538,0.6153846153846154,0
peptide_nm_219,0.2105263157894736,0.0,0.2105263157894736,0.2105263157894736,0.3684210526315789,0
peptide_nm_220,0.4347826086956521,0.0434782608695652,0.1739130434782608,0.1739130434782608,0.1739130434782608,0
peptide_nm_221,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.2857142857142857,0.1428571428571428,0
peptide_nm_222,0.2272727272727272,0.0,0.3636363636363636,0.0454545454545454,0.3636363636363636,0
peptide_nm_223,0.3888888888888889,0.2222222222222222,0.1666666666666666,0.0555555555555555,0.1666666666666666,0
peptide_nm_224,0.3181818181818182,0.0909090909090909,0.0454545454545454,0.0,0.5454545454545454,0
peptide_nm_225,0.2916666666666667,0.0416666666666666,0.25,0.0833333333333333,0.3333333333333333,0
peptide_nm_226,0.3846153846153846,0.1538461538461538,0.0,0.1538461538461538,0.3076923076923077,0
peptide_nm_227,0.5714285714285714,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.0714285714285714,0
peptide_nm_228,0.5,0.0555555555555555,0.1666666666666666,0.1111111111111111,0.1666666666666666,0
peptide_nm_229,0.5,0.0714285714285714,0.1428571428571428,0.1428571428571428,0.1428571428571428,0
peptide_nm_230,0.4166666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.3333333333333333,0
peptide_nm_231,0.25,0.1666666666666666,0.0833333333333333,0.3333333333333333,0.1666666666666666,0
peptide_nm_232,0.4827586206896552,0.0344827586206896,0.0689655172413793,0.2413793103448276,0.1724137931034483,0
peptide_nm_233,0.46875,0.09375,0.125,0.15625,0.15625,0
peptide_nm_234,0.5238095238095238,0.0952380952380952,0.0952380952380952,0.1428571428571428,0.1428571428571428,0
peptide_nm_235,0.4705882352941176,0.0,0.0588235294117647,0.2941176470588235,0.1764705882352941,0
peptide_nm_236,0.4642857142857143,0.0714285714285714,0.1071428571428571,0.1071428571428571,0.25,0
peptide_nm_237,0.6470588235294118,0.0,0.0,0.0588235294117647,0.2941176470588235,0
peptide_nm_238,0.25,0.25,0.25,0.0833333333333333,0.1666666666666666,0
peptide_nm_239,0.3703703703703703,0.074074074074074,0.1111111111111111,0.1111111111111111,0.3333333333333333,0
peptide_nm_240,0.3448275862068966,0.1724137931034483,0.2413793103448276,0.0,0.2413793103448276,0
peptide_nm_241,0.3636363636363636,0.0454545454545454,0.0909090909090909,0.4090909090909091,0.0909090909090909,0
peptide_nm_242,0.3214285714285714,0.1785714285714285,0.1071428571428571,0.0357142857142857,0.3571428571428571,0
peptide_nm_243,0.4074074074074074,0.074074074074074,0.1481481481481481,0.1481481481481481,0.2222222222222222,0
peptide_nm_244,0.2727272727272727,0.0909090909090909,0.2727272727272727,0.0909090909090909,0.2727272727272727,0
peptide_nm_245,0.3076923076923077,0.0,0.3076923076923077,0.1538461538461538,0.2307692307692307,0
peptide_nm_246,0.631578947368421,0.0,0.1052631578947368,0.1578947368421052,0.1052631578947368,0
peptide_nm_247,0.4615384615384615,0.0769230769230769,0.1538461538461538,0.0,0.3076923076923077,0
peptide_nm_248,0.6153846153846154,0.0,0.2307692307692307,0.1538461538461538,0.0,0
peptide_nm_249,0.5454545454545454,0.0,0.0909090909090909,0.1363636363636363,0.2272727272727272,0
peptide_nm_250,0.5,0.0416666666666666,0.2083333333333333,0.0416666666666666,0.2083333333333333,0
peptide_nm_251,0.6153846153846154,0.0,0.0769230769230769,0.1538461538461538,0.1538461538461538,0
peptide_nm_252,0.25,0.0,0.0,0.3333333333333333,0.4166666666666667,0
peptide_nm_253,0.6153846153846154,0.0769230769230769,0.0769230769230769,0.2307692307692307,0.0,0
peptide_nm_254,0.4230769230769231,0.1538461538461538,0.0769230769230769,0.173076923076923,0.173076923076923,0
peptide_nm_255,0.2941176470588235,0.1764705882352941,0.2941176470588235,0.0588235294117647,0.1764705882352941,0
peptide_nm_256,0.4545454545454545,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.0,0
peptide_nm_257,0.3076923076923077,0.1538461538461538,0.0769230769230769,0.1538461538461538,0.3076923076923077,0
peptide_nm_258,0.3529411764705882,0.1176470588235294,0.0588235294117647,0.2352941176470588,0.2352941176470588,0
peptide_nm_259,0.4642857142857143,0.0714285714285714,0.1071428571428571,0.1428571428571428,0.2142857142857142,0
peptide_nm_260,0.5,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0
peptide_nm_261,0.6071428571428571,0.0357142857142857,0.0357142857142857,0.2142857142857142,0.1071428571428571,0
peptide_nm_262,0.3846153846153846,0.1923076923076923,0.0384615384615384,0.0384615384615384,0.3461538461538461,0
peptide_nm_263,0.4444444444444444,0.1111111111111111,0.1481481481481481,0.1111111111111111,0.1851851851851851,0
peptide_nm_264,0.4583333333333333,0.0416666666666666,0.125,0.25,0.125,0
peptide_nm_265,0.4545454545454545,0.0,0.2727272727272727,0.0,0.2727272727272727,0
peptide_nm_266,0.4545454545454545,0.0909090909090909,0.1818181818181818,0.0,0.2727272727272727,0
peptide_nm_267,0.5,0.0555555555555555,0.0,0.1111111111111111,0.3333333333333333,0
peptide_nm_268,0.125,0.0,0.125,0.4375,0.3125,0
peptide_nm_269,0.5384615384615384,0.0769230769230769,0.1153846153846153,0.0769230769230769,0.1923076923076923,0
